Aspect,Variable,6.5,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5
cellular_component,nucleus,3.7487141487228666,3.5628536926100445,4.79894722009262,4.769253969662024,5.08215611769323,4.941905842114921,4.485133806892371,4.926329686314192,4.68465150778093
biological_process,cellular component organization,3.9324032640168465,3.7847920591218664,5.003798962372964,4.957801900753629,5.320080268124011,5.1561995395681395,4.665386720775416,5.135421846510857,4.881065301621188
biological_process,nucleic acid-templated transcription,3.2492667337915333,3.08110698879875,4.136476307836543,3.9136039456337817,4.255844734637772,3.9502229964365965,3.731516038023489,3.9075287192632677,3.8272529035183727
cellular_component,intracellular non membrane bounded organelle,5.634796959121283,5.4000438837081735,7.224312642969015,7.682160421793702,8.06883150711098,8.272836186419699,6.9381541748766615,8.232023391034291,7.503826487798874
biological_process,system development,3.7643868850119517,3.6111250128795795,4.627143299054632,4.464382482671708,4.828845718646971,4.561660937804008,4.193432781345474,4.533421931017431,4.434298177044757
biological_process,cell differentiation,3.925494233937397,3.8500145650199626,4.831615818502619,4.727285033133991,5.094521626638168,4.81302344946861,4.385192362124148,4.758528744798026,4.611092543126702
biological_process,response to stimulus,3.7718668860127247,3.614417633334965,4.6839426471502525,4.544437644005735,4.92835622227703,4.73631379846934,4.332642427794415,4.712493226434699,4.5217455277321985
molecular_function,DNA binding,3.1818397204288336,3.0678435114503815,4.148307016211036,4.026075234166881,4.287882173115865,4.000630307731899,3.762860868325082,3.961003692699278,3.823596255944629
molecular_function,DNA binding transcription factor activity,3.12091388400703,3.035398650574931,4.2514110377637335,4.216365926659632,4.378067076077508,4.04084719010388,3.8190248279988035,4.077516277344475,3.9195646771623616
biological_process,signaling,3.537891085012254,3.394780266927169,4.243087445437876,4.101456128113057,4.45717614110592,4.231704229448579,3.8492631626714466,4.1846510031619575,4.076925647661359
biological_process,cell population proliferation,4.798484647082281,4.458986074847694,5.745812985665467,5.7277359283566645,6.062950578786323,5.643698323431412,5.129349286885683,5.630446571724984,5.405241542862336
biological_process,protein metabolic process,4.766728549519735,4.608537285133348,5.95422915056257,6.261506673609833,6.492198625352635,6.5328763170089434,5.572357644976509,6.482181278873145,5.9970190449146115
cellular_component,intracellular organelle lumen,3.4329153031565682,3.304082559339525,4.471522586193443,4.430472468399583,4.684957358241535,4.577373228120358,4.116993617655169,4.562752590540583,4.346557537265386
cellular_component,mitochondrion,3.967668053593923,3.7617730303660233,4.865055536632577,4.663026602867229,5.07471675991181,5.0534076724160295,4.618480400427423,5.1123195755637045,4.834835278887574
molecular_function,hydrolase activity,3.1736120725460335,3.1242818519770195,4.026300140478085,3.7110074456517226,4.15597081612066,3.9187403898530637,3.621885955675582,3.877610909181438,3.7479248718686233
cellular_component,cytosol,5.514206746913262,5.345621635262449,7.212813938060668,7.652557904283082,7.897081130545927,8.122676721098031,6.81084105864835,8.092132270212355,7.4494068276507255
biological_process,establishment of localization,3.757939308398024,3.6121042101600556,4.535975650360859,4.193247476689353,4.7855463559235405,4.542265277680742,4.228321109094883,4.446379559362917,4.2447628806790725
biological_process,lipid metabolic process,3.2560864470772035,2.8077091306724986,3.042830296127563,2.7845529564209235,3.124381060662234,2.8399309209638686,2.6231073671979956,2.7829220380601596,2.811391074724673
molecular_function,transporter activity,4.838058203712995,4.607952713594841,5.5129662827533705,5.03558567499362,5.873497672068431,5.710328146574095,5.220574113005788,5.512053809270112,5.115277764239134
cellular_component,vacuole,4.156182679879362,3.9186452826807634,4.881340429600357,4.638026070763501,5.141934146100086,4.848772069968457,4.536822764405344,4.774588346177302,4.447912388774812
biological_process,immune system process,4.337516320905266,4.133379075803227,5.225111478066188,5.091182364729459,5.506310553218314,5.342747865591737,4.640124386252046,5.297306300539524,5.13014273317
molecular_function,RNA binding,6.231873389768126,6.217541171964765,9.004546995726948,9.58282687482576,9.927548843183187,10.193649577723729,8.530070184848777,10.163605219039288,9.251747298080529
cellular_component,endoplasmic reticulum,4.286658506731946,4.152981563890655,5.346620831900997,5.741877528497226,5.80845405899243,5.787637969094923,4.9988657013553714,5.740436898967114,5.2060845406348975
biological_process,cell death,4.2641283400177095,4.17550505050505,5.581660625078901,5.368730214107583,5.874793611242285,5.637795558493725,5.065260030574865,5.544387081748312,5.33843345183294
cellular_component,synapse,8.07349260523322,7.915057673019057,11.018428182404014,12.126558824223636,12.459512365998526,12.714519318947705,10.496299820663909,12.591217345445632,11.243271564385035
cellular_component,plasma membrane,3.427709152161707,3.3676153114046286,4.503920423714102,4.2747693609580075,4.673106857216392,4.4261236796763805,4.113377307839253,4.370773908362335,4.163231730694072
cellular_component,cytoplasmic vesicle,3.23266084512697,3.1128245738340348,3.673437678510225,3.25780272007808,3.876247518156213,3.6496081143384047,3.405584891299177,3.562085590830791,3.379718695224659
cellular_component,cytoskeleton,3.670374993216476,3.666748139095656,4.854564667854627,4.457250091058335,5.120108842990973,4.824261220212491,4.448505223409738,4.720420252705341,4.533214269391544
biological_process,carbohydrate derivative metabolic process,3.8549272709758213,3.652999879764338,4.881547004023756,4.4484669606917935,4.9276788138643495,4.845190181567071,4.528413371211777,4.94724001507159,4.844044570277922
molecular_function,cytoskeletal protein binding,3.703594729435845,3.603701172388413,4.757137361810306,4.516807396151898,5.224437418036414,4.971744646640595,4.50978439989014,4.957318584270169,4.697301221916949
cellular_component,Golgi apparatus,2.460356484326982,2.3406092850375337,2.654018244512687,2.4253868542645893,2.773712281243623,2.6518131114134436,2.44203984063745,2.5371883095211607,2.4056936124785007
